MODEL_NAME,NUM_EPOCHS,N,F,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov,MINS_SV,MIN_GRADS_SV
"2026-08-21T14-48-27_Softplus(beta=1.0, threshold=20.0)_24_48",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",24,1,3.34e-05,0.0156492,0.0001049,0.0251508,9.4e-05,0.0225223,"[ 1.55887094  0.47655625  0.00796979 -0.41888506 -0.90936254 -1.50763036
 -2.47473942 -4.72877159]","[1.03382014 1.00461317 0.99374049 0.97848929 0.96928181 0.94504057
 0.92369076 0.88571448]","[-0.3242147  -0.40528    -0.41403342 -0.37574698 -0.35315832 -0.34555351
 -0.29996489 -0.18562499]"
"2026-08-21T14-48-27_Softplus(beta=1.0, threshold=20.0)_24_49",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",24,1,2.96e-05,0.0143854,5.09e-05,0.018926,4.28e-05,0.0175698,"[ 1.66534042e+00  4.48435795e-01 -2.57555276e-03 -4.26733682e-01
 -9.47659211e-01 -1.51959773e+00 -2.58746386e+00 -4.66908345e+00]","[1.03658796 1.00545683 0.99308223 0.98011451 0.96921661 0.94604498
 0.92282791 0.88697752]","[-0.30345542 -0.39218815 -0.37843357 -0.40154985 -0.37286842 -0.34775364
 -0.31509143 -0.21375177]"
"2026-08-21T14-48-27_Softplus(beta=1.0, threshold=20.0)_24_50",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",24,1,2.7e-05,0.0139951,6.08e-05,0.0204914,4.97e-05,0.0185257,"[ 1.58514191e+00  3.82176079e-01 -8.54475137e-04 -3.88295488e-01
 -9.24523679e-01 -1.49126061e+00 -2.53332404e+00 -4.72173891e+00]","[1.03478433 1.00416103 0.99289915 0.98081282 0.96884514 0.94404
 0.92190408 0.88463781]","[-0.27068707 -0.38218406 -0.40099195 -0.41770667 -0.37577628 -0.36088529
 -0.31968468 -0.21528552]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_1",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.7e-05,0.0110222,2.75e-05,0.0133106,4.39e-05,0.017533,"[ 1.62308973e+00  4.14359480e-01  1.44026178e-04 -4.63848950e-01
 -9.68353375e-01 -1.48708197e+00 -2.56736241e+00 -4.70499911e+00]","[1.03613772 1.00368737 0.99282424 0.98040117 0.96874694 0.94422334
 0.92293088 0.88570972]","[-0.30554918 -0.36911303 -0.3614752  -0.37471763 -0.35038026 -0.32813805
 -0.31417573 -0.2173422 ]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_2",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.8e-05,0.0113694,3.58e-05,0.0154981,3.5e-05,0.016012,"[ 1.60354576  0.4381929  -0.0142727  -0.42678523 -0.91644276 -1.56152922
 -2.45065253 -4.78615371]","[1.03483278 1.00657469 0.99297396 0.98042554 0.96844701 0.94485723
 0.9238488  0.88539358]","[-0.27020858 -0.34931062 -0.35602162 -0.37531757 -0.38341493 -0.35568009
 -0.30900358 -0.19810488]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_3",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.76e-05,0.0113024,4.49e-05,0.0171224,3.7e-05,0.0160404,"[ 1.54179115e+00  3.77210767e-01 -4.31745700e-03 -4.61365255e-01
 -9.69487955e-01 -1.60093407e+00 -2.55506327e+00 -4.69846668e+00]","[1.03495304 1.00291663 0.99238282 0.98070025 0.96821179 0.94300415
 0.92486673 0.88668035]","[-0.29260388 -0.38360007 -0.36792532 -0.35463144 -0.34516439 -0.34438405
 -0.29892953 -0.19269313]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_4",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.57e-05,0.0106173,4.59e-05,0.0170127,3.67e-05,0.0160046,"[ 1.58567819e+00  4.48090918e-01  3.26913314e-03 -3.95466438e-01
 -9.49028559e-01 -1.48077753e+00 -2.50817962e+00 -4.78113068e+00]","[1.03531394 1.00434888 0.99272286 0.98119967 0.96923363 0.94523117
 0.92414196 0.88582659]","[-0.30495175 -0.40908799 -0.38499003 -0.38402769 -0.35907913 -0.36931826
 -0.33640238 -0.18739846]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_5",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.5e-05,0.0103865,3.94e-05,0.0167672,4.25e-05,0.0173504,"[ 1.5743781   0.40922813  0.00495068 -0.50080409 -0.95481589 -1.53150001
 -2.51585774 -4.80736179]","[1.03460488 1.00346788 0.99297042 0.98056121 0.96912586 0.94352692
 0.92230624 0.88687518]","[-0.30640651 -0.39902231 -0.37959712 -0.39374757 -0.352192   -0.34006916
 -0.2825193  -0.18363657]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_6",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.6e-05,0.0107945,4.03e-05,0.0165028,3.3e-05,0.0149826,"[ 1.52847178  0.45608313 -0.0140887  -0.46080124 -0.98667927 -1.55778141
 -2.46847246 -4.74337856]","[1.03363003 1.00364459 0.99378425 0.98106868 0.96856244 0.94424125
 0.92484786 0.88901682]","[-0.27754909 -0.37838592 -0.37348043 -0.36378031 -0.33792406 -0.33118273
 -0.28029547 -0.19428663]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_7",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.39e-05,0.0100342,4.2e-05,0.0166577,3.73e-05,0.0162227,"[ 1.55717589  0.45216439  0.00497954 -0.45551315 -0.96373354 -1.51761003
 -2.54725778 -4.74773195]","[1.03577759 1.00378071 0.99321337 0.98094727 0.96868606 0.94364048
 0.92318612 0.88701574]","[-0.29870871 -0.39528439 -0.4141019  -0.38266891 -0.4093392  -0.39303615
 -0.31794143 -0.19793458]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_8",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,2e-05,0.0119839,3.23e-05,0.0147428,3.03e-05,0.0146694,"[ 1.58448053  0.41126095 -0.01760561 -0.38954332 -0.94887002 -1.44166709
 -2.50446562 -4.78006199]","[1.03543375 1.0039748  0.99329718 0.9803954  0.96930025 0.94361885
 0.9241925  0.88785785]","[-0.29471272 -0.36731519 -0.36752846 -0.38911349 -0.36019612 -0.38223948
 -0.34842941 -0.1873744 ]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_9",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.72e-05,0.0110435,4.41e-05,0.0174017,3.01e-05,0.0144147,"[ 1.56673443e+00  4.61284104e-01  4.27870340e-03 -4.46494313e-01
 -9.80249871e-01 -1.54875132e+00 -2.51944288e+00 -4.78947910e+00]","[1.03469701 1.00492438 0.99292962 0.98015478 0.96934727 0.94380397
 0.92314769 0.8878408 ]","[-0.28878057 -0.36356956 -0.37429106 -0.35579495 -0.34249255 -0.37217645
 -0.31332382 -0.17488577]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_10",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.62e-05,0.0108656,3.44e-05,0.0152041,4.82e-05,0.0182171,"[ 1.55442626e+00  4.69720918e-01  3.65982094e-04 -3.53186860e-01
 -9.34028250e-01 -1.51501786e+00 -2.58493300e+00 -4.77545694e+00]","[1.03473411 1.00512365 0.99274536 0.98092186 0.96837169 0.94446925
 0.92395767 0.88151053]","[-0.28955067 -0.41345376 -0.40920198 -0.41582055 -0.35350988 -0.37275684
 -0.32126439 -0.19284788]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_11",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.58e-05,0.010631,3.74e-05,0.0159708,4.68e-05,0.0175768,"[ 1.59055906  0.42804735 -0.00925477 -0.46517363 -0.9714956  -1.5167978
 -2.48126597 -4.74856765]","[1.03440245 1.00516737 0.99236196 0.98049885 0.96892436 0.94451826
 0.92520035 0.88803793]","[-0.31068607 -0.39055996 -0.3646315  -0.36655372 -0.35739562 -0.35332659
 -0.30701302 -0.18411409]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_12",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.54e-05,0.0104211,3.64e-05,0.0152528,3.87e-05,0.0166681,"[ 1.62243527e+00  4.44784220e-01  2.45137261e-03 -4.51245302e-01
 -9.65648231e-01 -1.54581287e+00 -2.59161301e+00 -4.73160655e+00]","[1.03390716 1.00460756 0.9927871  0.98027533 0.96881783 0.94464761
 0.92257112 0.88502639]","[-0.29867894 -0.3799103  -0.38028628 -0.38707766 -0.3690421  -0.35913308
 -0.31914244 -0.20141027]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_13",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.81e-05,0.0113707,4.16e-05,0.0163136,3.57e-05,0.0158919,"[ 1.60980660e+00  4.62083832e-01 -3.79984255e-03 -4.47708410e-01
 -9.53728933e-01 -1.54670303e+00 -2.59612114e+00 -4.64218535e+00]","[1.0353605  1.00494569 0.9931236  0.98073752 0.96889235 0.94478274
 0.92281732 0.88423914]","[-0.27874218 -0.35287803 -0.35327185 -0.35000017 -0.33741525 -0.36750151
 -0.32222133 -0.20600155]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_14",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.91e-05,0.0117288,4.27e-05,0.0175664,2.84e-05,0.0146343,"[ 1.5831823   0.4472236   0.00474899 -0.43646553 -0.92524696 -1.5217129
 -2.56273683 -4.72992228]","[1.03372253 1.0043547  0.99356088 0.98099154 0.96884522 0.94485649
 0.92462388 0.88540446]","[-0.31118874 -0.3836934  -0.38372374 -0.37991809 -0.35830905 -0.34751073
 -0.30608827 -0.19411472]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_15",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.76e-05,0.0112722,4.66e-05,0.0179534,3.82e-05,0.0159447,"[ 1.66400783  0.43858541  0.00481044 -0.37760883 -0.92140104 -1.50979938
 -2.5922179  -4.7279182 ]","[1.03440187 1.00535818 0.99338446 0.98096393 0.9695243  0.94336826
 0.92127652 0.88571232]","[-0.29614268 -0.38913732 -0.39621339 -0.40884775 -0.37720018 -0.37451267
 -0.34307749 -0.19827026]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_16",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.79e-05,0.0113388,3.33e-05,0.0153236,3.62e-05,0.0158013,"[ 1.56284377e+00  4.37883324e-01  3.79328447e-03 -4.32238173e-01
 -9.47459953e-01 -1.56145448e+00 -2.55626435e+00 -4.65979291e+00]","[1.03653708 1.00449551 0.99328572 0.98112544 0.96791868 0.94544044
 0.92457206 0.88695558]","[-0.28912792 -0.364796   -0.36405605 -0.35785521 -0.31717444 -0.32220851
 -0.30794135 -0.19128988]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_17",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.48e-05,0.010358,5.65e-05,0.0181846,4.06e-05,0.0162043,"[ 1.63201457  0.42952451  0.00484099 -0.41110238 -0.93055502 -1.53246263
 -2.54307469 -4.73803622]","[1.03522372 1.0053426  0.99331963 0.98052604 0.96814704 0.94459646
 0.9234984  0.88656636]","[-0.3266828  -0.37397877 -0.39921038 -0.42657382 -0.38166795 -0.35622182
 -0.34204354 -0.18985567]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_18",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.6e-05,0.0106959,3.76e-05,0.0156585,3.51e-05,0.0153227,"[ 1.54545010e+00  4.29343820e-01 -2.61711099e-04 -4.53540196e-01
 -9.18969158e-01 -1.51339998e+00 -2.48034569e+00 -4.81926096e+00]","[1.03504622 1.00494573 0.99271336 0.980618   0.96806101 0.94450329
 0.92317028 0.88795126]","[-0.26776105 -0.36146735 -0.38677488 -0.38209339 -0.35065161 -0.3575011
 -0.30237289 -0.17320648]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_19",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.74e-05,0.0112217,3.59e-05,0.0153298,3.42e-05,0.0151744,"[ 1.57053885  0.44268239  0.00725909 -0.45521697 -1.03699409 -1.57193774
 -2.5534742  -4.72577641]","[1.03589032 1.00460375 0.99295903 0.98053707 0.9690785  0.94511191
 0.92357266 0.88842324]","[-0.2958233  -0.37768733 -0.35957739 -0.36133601 -0.33808166 -0.33115735
 -0.32836293 -0.18435226]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_20",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.6e-05,0.0106945,5.16e-05,0.018114,3.37e-05,0.0152866,"[ 1.59101043  0.40170626 -0.01293232 -0.47111237 -0.93591918 -1.499866
 -2.51553431 -4.82442328]","[1.03413254 1.00525816 0.99331781 0.9803352  0.96925023 0.94516159
 0.9228084  0.88835034]","[-0.28247648 -0.37912967 -0.3756195  -0.38144176 -0.34365049 -0.35969993
 -0.30330665 -0.18013306]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_21",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.74e-05,0.0112412,4.52e-05,0.017015,3.7e-05,0.0162009,"[ 1.56205753e+00  5.14112050e-01 -1.86496940e-03 -4.49946540e-01
 -1.07537633e+00 -1.57530770e+00 -2.55327397e+00 -4.76083517e+00]","[1.03452992 1.00482201 0.9926861  0.98095417 0.9684138  0.94405484
 0.92324464 0.88676307]","[-0.29207258 -0.37704157 -0.3739726  -0.37309352 -0.36849574 -0.32386125
 -0.30654004 -0.19008183]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_22",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.65e-05,0.0109268,3.61e-05,0.0151829,3.86e-05,0.0162543,"[ 1.57221823e+00  3.96310457e-01  1.21050217e-03 -4.00561766e-01
 -9.20001599e-01 -1.50031496e+00 -2.56178572e+00 -4.74390358e+00]","[1.03509875 1.00490751 0.99313364 0.98122269 0.96881434 0.94283322
 0.9236989  0.88699194]","[-0.30403487 -0.37160218 -0.37601878 -0.37623628 -0.35339656 -0.33519803
 -0.31730757 -0.19843555]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_23",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.66e-05,0.0107914,3.63e-05,0.0160159,4.1e-05,0.0167387,"[ 1.56498452  0.42946079 -0.01097318 -0.41865012 -0.9677045  -1.55121658
 -2.49981355 -4.87267052]","[1.03497222 1.0052042  0.99318083 0.98114208 0.96874605 0.94436213
 0.92380247 0.88574536]","[-0.31358939 -0.38404454 -0.37403499 -0.36025027 -0.34494689 -0.36777437
 -0.29602732 -0.18323637]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_24",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.77e-05,0.0112148,4.88e-05,0.0184114,3.31e-05,0.0149386,"[ 1.62664931  0.41583144  0.00707164 -0.43653916 -0.92329166 -1.52255765
 -2.66238427 -4.68249652]","[1.03559812 1.00563916 0.99374839 0.98060864 0.96816473 0.94529925
 0.92347058 0.88761592]","[-0.30959676 -0.38637986 -0.37906236 -0.35677116 -0.34882571 -0.32273897
 -0.29354281 -0.19389903]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_25",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.56e-05,0.0107053,5.64e-05,0.0179691,4.68e-05,0.0173043,"[ 1.58177973  0.46255336  0.00893585 -0.34700744 -0.8934479  -1.51817545
 -2.49324339 -4.7954533 ]","[1.03271965 1.00221652 0.99314066 0.98057262 0.9690367  0.94385818
 0.92279215 0.88689744]","[-0.30393639 -0.42521848 -0.38986908 -0.39574697 -0.35629477 -0.35228666
 -0.33254388 -0.22242746]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_27",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,2.04e-05,0.0120657,3.47e-05,0.0155442,4.2e-05,0.0170313,"[ 1.52847338  0.41742732 -0.00542409 -0.40848679 -0.94790059 -1.51794114
 -2.50886762 -4.76041076]","[1.03520663 1.00401651 0.99279433 0.98052463 0.96801903 0.94407197
 0.92329701 0.8864177 ]","[-0.29780829 -0.35862404 -0.35961048 -0.36590207 -0.36314889 -0.34368971
 -0.31050508 -0.21229558]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_28",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.75e-05,0.0111997,3.67e-05,0.0160432,3.65e-05,0.0161968,"[ 1.64780285e+00  4.64564447e-01 -1.45288854e-03 -4.11179412e-01
 -9.91270329e-01 -1.50197020e+00 -2.50084080e+00 -4.80043381e+00]","[1.03493048 1.00528955 0.99352527 0.9803698  0.96938751 0.94507703
 0.92488015 0.88526229]","[-0.29788727 -0.37784336 -0.35459539 -0.3827929  -0.36265371 -0.33095807
 -0.27500322 -0.19067738]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_29",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.68e-05,0.0109639,3.37e-05,0.0155178,3.96e-05,0.0163066,"[ 1.53933942  0.37835649 -0.00782635 -0.45107519 -0.93460094 -1.43111274
 -2.41782115 -4.90740796]","[1.03351314 1.00459126 0.99257292 0.98087223 0.96938359 0.94530053
 0.92557574 0.88870101]","[-0.30319468 -0.39214486 -0.37760703 -0.37047491 -0.35226264 -0.33092979
 -0.28435707 -0.19778646]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_30",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.64e-05,0.0107108,3.95e-05,0.0163128,4.02e-05,0.0167371,"[ 1.57895739  0.38432833 -0.00719631 -0.36786593 -0.93859191 -1.54980926
 -2.48755141 -4.77431389]","[1.03428586 1.00523897 0.99281924 0.98117101 0.96887201 0.9442161
 0.92354755 0.8875298 ]","[-0.32813091 -0.38603731 -0.38599239 -0.3836763  -0.37356897 -0.34466071
 -0.30471128 -0.20060904]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_31",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.74e-05,0.0111184,5.01e-05,0.0180517,4.48e-05,0.0172034,"[ 1.55609043  0.44938671  0.0076298  -0.42192686 -0.94782662 -1.52958285
 -2.53065134 -4.69373682]","[1.03452968 1.00287964 0.99269009 0.98015118 0.96883416 0.94466384
 0.92291808 0.88864489]","[-0.29793787 -0.37454061 -0.35588533 -0.3575486  -0.3600405  -0.33306779
 -0.28416236 -0.2126107 ]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_32",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.63e-05,0.0107809,3.83e-05,0.0160052,3.29e-05,0.0151067,"[ 1.53031271  0.464396   -0.00482303 -0.48335559 -0.95735332 -1.53623844
 -2.55611393 -4.72367434]","[1.03497223 1.00557608 0.99260432 0.98025981 0.96885836 0.9453765
 0.92370853 0.88879141]","[-0.27499101 -0.38810383 -0.41206548 -0.43950501 -0.38331367 -0.346156
 -0.31432554 -0.20610988]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_33",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.65e-05,0.0108802,3.24e-05,0.0150043,4.63e-05,0.0178861,"[ 1.55246674e+00  3.98129150e-01 -4.27532892e-03 -4.67394859e-01
 -9.31704430e-01 -1.47158914e+00 -2.47557135e+00 -4.75785188e+00]","[1.03398865 1.00518024 0.99324896 0.98087037 0.9689368  0.94560944
 0.92441307 0.88946999]","[-0.27564504 -0.35355881 -0.40206355 -0.39616497 -0.34861615 -0.34982121
 -0.29962296 -0.18392579]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_34",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.56e-05,0.0105208,3.78e-05,0.0158801,4.56e-05,0.0172977,"[ 1.54320254  0.39499786 -0.00741663 -0.4184779  -0.94682332 -1.58878134
 -2.5265165  -4.76901591]","[1.03448259 1.00465218 0.99165459 0.9805058  0.96846185 0.94434673
 0.92279254 0.88607132]","[-0.2544245  -0.3482873  -0.37428879 -0.36781456 -0.33796525 -0.35008347
 -0.31990437 -0.19027625]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_35",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.65e-05,0.0109874,3.23e-05,0.014978,3.59e-05,0.0158043,"[ 1.48062081e+00  4.13687304e-01 -4.70104965e-03 -4.27930295e-01
 -9.28219511e-01 -1.50336297e+00 -2.42213565e+00 -4.87592833e+00]","[1.03331438 1.00464415 0.99381515 0.98075914 0.96896131 0.94509626
 0.92268164 0.88839816]","[-0.28956352 -0.35559101 -0.36270677 -0.39104755 -0.36908193 -0.35826404
 -0.30474189 -0.19408105]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_36",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.77e-05,0.0111958,2.85e-05,0.014358,3.34e-05,0.0150235,"[ 1.60738880e+00  4.20558945e-01 -2.92143038e-03 -4.05688483e-01
 -9.91888311e-01 -1.58594565e+00 -2.54947142e+00 -4.73089995e+00]","[1.03408365 1.00437534 0.99320288 0.98023557 0.96852367 0.94433051
 0.92376489 0.8882241 ]","[-0.3127578  -0.37898886 -0.41199521 -0.40862414 -0.37950593 -0.35524419
 -0.31129025 -0.18194974]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_37",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.81e-05,0.0113615,5.08e-05,0.0180622,4.27e-05,0.0168379,"[ 1.54888665e+00  4.00655690e-01  3.43333653e-03 -4.95551766e-01
 -9.70078888e-01 -1.51952367e+00 -2.43743081e+00 -4.75169639e+00]","[1.03697354 1.00571826 0.99290254 0.98104521 0.96927517 0.9447915
 0.92448677 0.88983426]","[-0.2750642  -0.35124329 -0.37366211 -0.34985933 -0.33719197 -0.35823586
 -0.31316154 -0.1833998 ]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_38",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.71e-05,0.0112164,3.61e-05,0.0156511,4.4e-05,0.0167895,"[ 1.53546199  0.39341554 -0.00622987 -0.44316025 -1.00457621 -1.55738012
 -2.54908986 -4.70586399]","[1.03472472 1.00510713 0.99294378 0.98059319 0.96778467 0.94502185
 0.92474679 0.88986197]","[-0.25972807 -0.35674714 -0.38126848 -0.37666532 -0.35895128 -0.33989858
 -0.30468607 -0.18404745]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_39",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.78e-05,0.0113033,4.66e-05,0.0162526,5.74e-05,0.0187913,"[ 1.56433634  0.43720237 -0.00875291 -0.43144764 -0.90885871 -1.54375437
 -2.61570988 -4.66804943]","[1.03450533 1.00405641 0.9925211  0.98039677 0.96948064 0.94495918
 0.92393833 0.88810548]","[-0.29184329 -0.37180192 -0.38268851 -0.34767713 -0.34897262 -0.33904832
 -0.28129704 -0.18009614]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_40",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.99e-05,0.0117546,5.61e-05,0.0194203,6e-05,0.0179999,"[ 1.55110422e+00  4.57339937e-01  3.16224204e-03 -4.31716825e-01
 -9.51423672e-01 -1.50371392e+00 -2.45159506e+00 -4.83071408e+00]","[1.03295824 1.00504565 0.99395594 0.98039439 0.96905297 0.94613422
 0.92399949 0.88630815]","[-0.29443889 -0.37424491 -0.3771376  -0.3607202  -0.34622151 -0.32721626
 -0.29753053 -0.20083735]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_41",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.47e-05,0.0103036,3.6e-05,0.0155139,3.06e-05,0.0143208,"[ 1.62133120e+00  4.41351116e-01 -8.43670135e-04 -4.65272860e-01
 -1.00144294e+00 -1.59562933e+00 -2.51492537e+00 -4.73653747e+00]","[1.03294545 1.00316507 0.99255474 0.98038816 0.96821658 0.94470729
 0.92505806 0.89009921]","[-0.29195247 -0.38479966 -0.37737667 -0.37473994 -0.37953139 -0.34447464
 -0.29068467 -0.18686181]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_42",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.54e-05,0.0105371,3.77e-05,0.0160382,3.49e-05,0.0149888,"[ 1.58864636  0.40954885 -0.00755236 -0.43922804 -0.94916192 -1.53079963
 -2.48948334 -4.80191965]","[1.0343452  1.00453834 0.99252942 0.98055623 0.96891618 0.94442023
 0.92312459 0.88569602]","[-0.28306108 -0.37626033 -0.40065332 -0.39059513 -0.37259827 -0.33723322
 -0.31061951 -0.18803015]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_43",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.61e-05,0.0107357,3.86e-05,0.015941,3.79e-05,0.0153063,"[ 1.57550313  0.40647489 -0.01232318 -0.42727966 -0.9675999  -1.49049175
 -2.53898757 -4.87897033]","[1.03608062 1.00434722 0.99276596 0.98022339 0.96842144 0.94454418
 0.9245583  0.88712081]","[-0.28820079 -0.39284199 -0.38941178 -0.40356245 -0.35898106 -0.36651911
 -0.30954874 -0.18099592]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_44",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.69e-05,0.01101,3.64e-05,0.0156308,3.81e-05,0.0164513,"[ 1.5696014   0.44741846  0.0132894  -0.41653068 -1.0286759  -1.54077157
 -2.55810313 -4.81467043]","[1.03543388 1.00600142 0.99351922 0.98101565 0.96909034 0.94417269
 0.92265014 0.88505541]","[-0.30032365 -0.3866411  -0.38535003 -0.37923426 -0.32908321 -0.3521385
 -0.31311067 -0.18640403]"
